text,priority,sentiment
Projector not working in seminar hall since yesterday,Medium,Calm
IT issues disrupting submissions,High,Frustrated
Safety issue reported multiple times ignored since yesterday,High,Angry
Classroom fan makes noise,Low,Calm
Faculty is not responding to doubts,Medium,Frustrated
Library closes slightly early in Block C,Low,Calm
Exam hall arrangements very poor since yesterday,High,Frustrated
Hostel water issue happening repeatedly in Block C,High,Frustrated
Classroom is too warm multiple times reported,Low,Frustrated
WiFi is a bit slow but okay,Low,Calm
Exam timetable is confusing in Block C,Medium,Frustrated
Canteen prices are high and irritating since yesterday,Low,Frustrated
Projector not working in seminar hall in Block C,Medium,Calm
Urgent: projector not working in seminar hall,Medium,Calm
Internal marks not showing in portal in Block C,Medium,Calm
Exam timetable is confusing since yesterday,Medium,Frustrated
WiFi completely down and nobody responds since yesterday,High,Angry
Exam hall arrangements very poor multiple times reported,High,Frustrated
Bus did not come and students are stranded multiple times reported,High,Angry
Sports equipment is damaged,Low,Frustrated
WiFi is slow and affecting studies in Block C,Medium,Frustrated
Hostel water issue happening repeatedly,High,Frustrated
Urgent: sports equipment is damaged,Low,Frustrated
Urgent: fees portal keeps failing,Medium,Frustrated
Canteen food could be better since yesterday,Low,Calm
Urgent: safety issue reported multiple times ignored,High,Angry
Urgent: canteen prices are high and irritating,Low,Frustrated
Bus is late again and it's annoying since yesterday,Medium,Frustrated
Parking space is poorly managed multiple times reported,Low,Frustrated
Bus is late again and it's annoying,Medium,Frustrated
Classroom fan makes noise multiple times reported,Low,Calm
Bonafide certificate request pending,Medium,Calm
Classroom is too warm in Block C,Low,Frustrated
Fees portal keeps failing multiple times reported,Medium,Frustrated
Urgent: bus did not come and students are stranded,High,Angry
Urgent: fees portal keeps failing,Medium,Frustrated
Urgent: wifi is a bit slow but okay,Low,Calm
Bus timing is manageable,Low,Calm
Exam results are delayed please update in Block C,Medium,Calm
Urgent: ragging happening and no action taken,High,Angry
Canteen food could be better in Block C,Low,Calm
Urgent: exam timetable is confusing,Medium,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
Urgent: library closes slightly early,Low,Calm
Canteen food could be better multiple times reported,Low,Calm
Urgent: wifi completely down and nobody responds,High,Angry
Exam results are delayed please update multiple times reported,Medium,Calm
Urgent: faculty missing classes frequently,High,Frustrated
WiFi is a bit slow but okay multiple times reported,Low,Calm
Classroom is too warm in Block C,Low,Frustrated
Exam hall arrangements very poor in Block C,High,Frustrated
Bus did not come and students are stranded,High,Angry
Classroom is too warm,Low,Frustrated
Urgent: fees portal keeps failing,Medium,Frustrated
Urgent: fees portal keeps failing,Medium,Frustrated
Sports equipment is damaged multiple times reported,Low,Frustrated
Urgent: bus timing is manageable,Low,Calm
Sports equipment is damaged,Low,Frustrated
Bonafide certificate request pending multiple times reported,Medium,Calm
WiFi is a bit slow but okay multiple times reported,Low,Calm
Internal marks not showing in portal since yesterday,Medium,Calm
Bus is late again and it's annoying since yesterday,Medium,Frustrated
Bus timing is manageable since yesterday,Low,Calm
Exam hall arrangements very poor,High,Frustrated
Water leakage in lab in Block C,Medium,Calm
WiFi completely down and nobody responds in Block C,High,Angry
Urgent: bus overcrowding causing problems,High,Frustrated
Exam hall arrangements very poor in Block C,High,Frustrated
Bonafide certificate request pending,Medium,Calm
Urgent: internal marks not showing in portal,Medium,Calm
Urgent: exam timetable is confusing,Medium,Frustrated
Sports equipment is damaged since yesterday,Low,Frustrated
Bus did not come and students are stranded,High,Angry
Exam timetable is confusing since yesterday,Medium,Frustrated
Urgent: safety issue reported multiple times ignored,High,Angry
Hostel bathroom is filthy and unacceptable,High,Angry
Exam timetable is confusing since yesterday,Medium,Frustrated
Hostel water issue happening repeatedly,High,Frustrated
Hostel bathroom is filthy and unacceptable,High,Angry
WiFi is a bit slow but okay multiple times reported,Low,Calm
Canteen prices are high and irritating,Low,Frustrated
Urgent: library closes slightly early,Low,Calm
Urgent: bonafide certificate request pending,Medium,Calm
Urgent: ragging happening and no action taken,High,Angry
Exam results are delayed please update,Medium,Calm
Urgent: canteen prices are high and irritating,Low,Frustrated
Fees portal keeps failing in Block C,Medium,Frustrated
Bus is late again and it's annoying,Medium,Frustrated
Ragging happening and no action taken since yesterday,High,Angry
Urgent: wifi is slow and affecting studies,Medium,Frustrated
WiFi is a bit slow but okay in Block C,Low,Calm
WiFi completely down and nobody responds in Block C,High,Angry
Classroom is too warm since yesterday,Low,Frustrated
Faculty is not responding to doubts in Block C,Medium,Frustrated
Hostel bathroom is filthy and unacceptable in Block C,High,Angry
Faculty is not responding to doubts,Medium,Frustrated
WiFi completely down and nobody responds since yesterday,High,Angry
Urgent: canteen prices are high and irritating,Low,Frustrated
Internal marks not showing in portal,Medium,Calm
Faculty missing classes frequently multiple times reported,High,Frustrated
Hostel bathroom is filthy and unacceptable,High,Angry
Urgent: faculty missing classes frequently,High,Frustrated
Sports equipment is damaged since yesterday,Low,Frustrated
Bus did not come and students are stranded,High,Angry
Water leakage in lab multiple times reported,Medium,Calm
WiFi is slow and affecting studies in Block C,Medium,Frustrated
IT issues disrupting submissions multiple times reported,High,Frustrated
Projector not working in seminar hall since yesterday,Medium,Calm
Canteen food could be better in Block C,Low,Calm
Bus timing is manageable,Low,Calm
Library closes slightly early since yesterday,Low,Calm
Urgent: sports equipment is damaged,Low,Frustrated
WiFi is a bit slow but okay since yesterday,Low,Calm
Library seating is insufficient,Low,Frustrated
Faculty missing classes frequently,High,Frustrated
Ragging happening and no action taken since yesterday,High,Angry
Internal marks not showing in portal multiple times reported,Medium,Calm
IT issues disrupting submissions multiple times reported,High,Frustrated
Urgent: projector not working in seminar hall,Medium,Calm
Classroom fan makes noise,Low,Calm
IT issues disrupting submissions in Block C,High,Frustrated
WiFi is a bit slow but okay in Block C,Low,Calm
Urgent: bonafide certificate request pending,Medium,Calm
Bus did not come and students are stranded in Block C,High,Angry
Bus did not come and students are stranded multiple times reported,High,Angry
Exam hall arrangements very poor in Block C,High,Frustrated
Urgent: classroom is too warm,Low,Frustrated
Library closes slightly early,Low,Calm
Faculty missing classes frequently,High,Frustrated
Urgent: parking space is poorly managed,Low,Frustrated
Library closes slightly early,Low,Calm
Bus is late again and it's annoying in Block C,Medium,Frustrated
Canteen food could be better,Low,Calm
Internal marks not showing in portal in Block C,Medium,Calm
Faculty missing classes frequently since yesterday,High,Frustrated
Library closes slightly early,Low,Calm
Urgent: bus is late again and it's annoying,Medium,Frustrated
Faculty is not responding to doubts,Medium,Frustrated
Water leakage in lab,Medium,Calm
Safety issue reported multiple times ignored since yesterday,High,Angry
Library seating is insufficient,Low,Frustrated
Urgent: faculty missing classes frequently,High,Frustrated
Urgent: faculty missing classes frequently,High,Frustrated
Exam results are delayed please update in Block C,Medium,Calm
Faculty missing classes frequently multiple times reported,High,Frustrated
Water leakage in lab multiple times reported,Medium,Calm
Internal marks not showing in portal in Block C,Medium,Calm
WiFi is slow and affecting studies in Block C,Medium,Frustrated
Hostel bathroom is filthy and unacceptable in Block C,High,Angry
Library seating is insufficient since yesterday,Low,Frustrated
Exam results are delayed please update in Block C,Medium,Calm
IT issues disrupting submissions,High,Frustrated
Urgent: wifi completely down and nobody responds,High,Angry
Hostel bathroom is filthy and unacceptable since yesterday,High,Angry
Urgent: exam hall arrangements very poor,High,Frustrated
Fees portal keeps failing in Block C,Medium,Frustrated
Parking space is poorly managed in Block C,Low,Frustrated
Bonafide certificate request pending,Medium,Calm
Sports equipment is damaged,Low,Frustrated
Water leakage in lab,Medium,Calm
Urgent: faculty is not responding to doubts,Medium,Frustrated
WiFi completely down and nobody responds multiple times reported,High,Angry
Classroom is too warm multiple times reported,Low,Frustrated
Ragging happening and no action taken,High,Angry
Sports equipment is damaged multiple times reported,Low,Frustrated
Bonafide certificate request pending since yesterday,Medium,Calm
Water leakage in lab multiple times reported,Medium,Calm
Urgent: classroom is too warm,Low,Frustrated
Exam results are delayed please update multiple times reported,Medium,Calm
Ragging happening and no action taken,High,Angry
Exam timetable is confusing since yesterday,Medium,Frustrated
Bus did not come and students are stranded,High,Angry
Urgent: bus overcrowding causing problems,High,Frustrated
Classroom is too warm in Block C,Low,Frustrated
Classroom is too warm multiple times reported,Low,Frustrated
Projector not working in seminar hall since yesterday,Medium,Calm
Urgent: bus is late again and it's annoying,Medium,Frustrated
Library seating is insufficient in Block C,Low,Frustrated
IT issues disrupting submissions since yesterday,High,Frustrated
Urgent: bus overcrowding causing problems,High,Frustrated
Urgent: bus is late again and it's annoying,Medium,Frustrated
Classroom is too warm,Low,Frustrated
IT issues disrupting submissions multiple times reported,High,Frustrated
WiFi is slow and affecting studies in Block C,Medium,Frustrated
